customer_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,dti,revolving_utilization,credit_score,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
CUST-18562,68,134158,RENT,5.0,DEBTCONSOLIDATION,B,13263,10.52,0.099,15.96,74.17,756,N,35,1
CUST-18563,52,52280,RENT,6.0,VENTURE,A,22652,7.26,0.433,37.31,67.21,739,N,31,1
CUST-18564,41,41107,RENT,23.0,HOMEIMPROVEMENT,F,12193,24.16,0.297,19.88,78.48,582,Y,22,1
CUST-18565,69,38574,MORTGAGE,4.5,EDUCATION,D,3713,15.49,0.096,6.59,43.99,633,N,35,0
CUST-18566,66,19772,RENT,0.5,PERSONAL,B,9686,10.16,0.49,24.61,42.64,716,N,35,1
CUST-18567,24,22410,RENT,0.3,PERSONAL,C,2795,14.07,0.125,41.6,78.42,578,Y,6,1
CUST-18568,58,105974,RENT,5.5,MEDICAL,C,7767,12.43,0.073,26.22,34.42,664,N,35,0
CUST-18569,37,36889,RENT,5.4,EDUCATION,C,11419,,0.31,13.01,25.24,682,N,16,1
CUST-18570,57,49674,MORTGAGE,6.9,PERSONAL,A,6349,7.51,0.128,25.63,26.12,758,Y,35,0
CUST-18571,56,15000,MORTGAGE,0.6,PERSONAL,C,4522,14.86,0.301,14.8,79.8,694,Y,35,1
CUST-18572,49,22228,MORTGAGE,14.5,HOMEIMPROVEMENT,B,8587,10.0,0.386,13.32,61.13,745,N,28,0
CUST-18573,50,70677,MORTGAGE,4.0,VENTURE,C,12608,12.73,0.178,8.17,51.21,640,N,30,0
CUST-18574,29,61489,OWN,5.2,PERSONAL,B,13304,12.8,0.216,18.58,40.98,704,N,8,0
CUST-18575,34,140368,RENT,0.2,VENTURE,E,18507,20.52,0.132,28.01,37.9,561,Y,12,1
CUST-18576,61,109729,RENT,16.2,VENTURE,C,8172,14.8,0.074,13.67,92.32,635,N,35,0
CUST-18577,67,42683,RENT,4.1,EDUCATION,B,3700,11.5,0.087,11.24,38.09,703,N,35,0
CUST-18578,63,65106,RENT,4.1,PERSONAL,D,3217,,0.049,41.84,69.08,618,Y,35,1
CUST-18579,37,40539,RENT,14.4,HOMEIMPROVEMENT,B,11461,9.35,0.283,13.11,53.79,627,N,19,0
CUST-18580,42,168196,RENT,13.3,EDUCATION,B,17201,9.36,0.102,29.29,29.78,699,N,20,0
CUST-18581,52,97675,RENT,1.2,HOMEIMPROVEMENT,B,5853,9.81,0.06,8.41,46.2,714,N,30,1
CUST-18582,35,54274,MORTGAGE,13.4,PERSONAL,B,6393,11.94,0.118,21.72,65.32,705,N,17,1
CUST-18583,57,55283,OWN,,MEDICAL,A,15475,7.47,0.28,18.6,94.57,748,N,35,0
CUST-18584,54,116647,RENT,0.1,PERSONAL,C,11508,14.63,0.099,17.75,44.44,615,Y,34,1
CUST-18585,53,69407,RENT,1.4,VENTURE,D,4351,17.49,0.063,4.6,82.56,564,N,32,1
CUST-18586,47,124888,MORTGAGE,2.7,DEBTCONSOLIDATION,B,11100,12.42,0.089,28.07,60.29,681,N,28,1
CUST-18587,21,15000,RENT,,EDUCATION,B,3977,11.46,0.265,13.75,73.2,637,N,1,0
CUST-18588,49,64649,RENT,6.0,PERSONAL,A,5011,7.76,0.078,25.76,75.57,748,N,30,0
CUST-18589,32,35980,RENT,1.2,EDUCATION,D,1774,14.94,0.049,17.18,77.29,581,Y,14,1
CUST-18590,60,140621,MORTGAGE,9.1,HOMEIMPROVEMENT,C,4916,15.83,0.035,26.45,68.73,657,Y,35,0
CUST-18591,35,123975,MORTGAGE,9.3,VENTURE,B,12422,11.78,0.1,20.87,97.95,680,N,16,0
CUST-18592,24,49996,MORTGAGE,5.0,EDUCATION,C,9737,14.01,0.195,19.01,89.99,582,Y,5,1
CUST-18593,47,123177,RENT,12.7,DEBTCONSOLIDATION,B,7475,10.76,0.061,7.85,76.1,666,N,27,0
CUST-18594,58,142895,RENT,8.4,VENTURE,A,3726,5.36,0.026,16.23,30.5,757,N,35,0
CUST-18595,64,51258,RENT,1.3,PERSONAL,A,10157,8.01,0.198,23.51,33.04,777,N,35,0
CUST-18596,39,216027,OWN,8.0,MEDICAL,A,3496,6.86,0.016,21.95,34.17,740,N,18,0
CUST-18597,43,48107,MORTGAGE,15.3,MEDICAL,B,5138,8.53,0.107,10.83,66.33,709,N,23,1
CUST-18598,46,43100,RENT,0.7,HOMEIMPROVEMENT,C,6534,12.92,0.152,13.58,44.23,644,N,26,0
CUST-18599,49,82415,MORTGAGE,19.2,EDUCATION,B,21742,10.79,0.264,16.33,19.16,692,N,30,0
CUST-18600,64,39645,RENT,0.1,HOMEIMPROVEMENT,B,7704,10.95,0.194,16.17,51.2,672,N,35,0
CUST-18601,46,51596,OWN,3.7,HOMEIMPROVEMENT,A,13839,6.09,0.268,20.16,27.89,749,N,24,0
CUST-18602,45,114194,MORTGAGE,7.4,VENTURE,C,8768,11.87,0.077,16.5,53.4,629,N,24,0
CUST-18603,26,49589,RENT,7.8,EDUCATION,A,16410,7.14,0.331,13.67,45.01,798,Y,4,0
CUST-18604,61,17729,MORTGAGE,6.6,DEBTCONSOLIDATION,C,15266,14.18,0.861,34.47,86.2,626,N,35,1
CUST-18605,66,61107,MORTGAGE,3.8,MEDICAL,B,5704,9.55,0.093,5.97,82.49,706,N,35,0
CUST-18606,57,32280,RENT,,DEBTCONSOLIDATION,A,10332,6.97,0.32,11.02,60.06,713,N,35,0
CUST-18607,24,82385,MORTGAGE,6.0,EDUCATION,B,5322,10.73,0.065,3.5,70.43,693,N,2,0
CUST-18608,42,74437,MORTGAGE,3.4,DEBTCONSOLIDATION,C,10436,12.52,0.14,17.36,84.64,615,N,24,1
CUST-18609,47,118520,RENT,4.5,HOMEIMPROVEMENT,B,17617,8.09,0.149,26.36,76.01,680,N,27,0
CUST-18610,53,84501,MORTGAGE,9.4,DEBTCONSOLIDATION,B,11992,10.87,0.142,19.38,42.44,734,N,34,0
CUST-18611,34,94291,MORTGAGE,1.9,EDUCATION,A,9942,5.4,0.105,11.56,69.07,748,N,15,0
CUST-18612,51,32811,RENT,3.7,MEDICAL,B,5512,10.9,0.168,31.38,33.29,729,N,32,0
CUST-18613,45,79410,RENT,0.0,PERSONAL,D,5657,16.23,0.071,15.63,54.79,603,N,25,1
CUST-18614,67,159702,MORTGAGE,5.8,PERSONAL,B,10827,10.23,0.068,23.39,64.46,726,N,35,0
CUST-18615,50,32429,RENT,1.1,EDUCATION,A,11622,6.18,0.358,24.05,71.71,779,N,30,0
CUST-18616,38,144327,MORTGAGE,3.3,DEBTCONSOLIDATION,C,2463,13.1,0.017,27.79,91.38,675,N,19,1
CUST-18617,28,35255,RENT,1.2,VENTURE,A,5798,6.45,0.164,25.18,50.33,783,Y,7,1
CUST-18618,48,29401,RENT,0.1,EDUCATION,D,8945,19.92,0.304,21.21,50.55,627,N,30,0
CUST-18619,58,58554,RENT,3.3,DEBTCONSOLIDATION,E,9969,18.54,0.17,6.27,37.08,555,N,35,0
CUST-18620,23,75323,MORTGAGE,2.8,VENTURE,B,11553,11.75,0.153,18.34,33.5,650,N,3,0
CUST-18621,22,84715,MORTGAGE,2.8,DEBTCONSOLIDATION,D,3779,15.82,0.045,14.62,87.35,583,Y,4,1
CUST-18622,48,27527,RENT,1.2,DEBTCONSOLIDATION,A,11305,7.79,0.411,17.81,42.53,764,N,27,0
CUST-18623,30,63622,RENT,12.0,VENTURE,A,13659,7.51,0.215,19.4,49.45,789,Y,12,0
CUST-18624,52,32489,MORTGAGE,0.0,EDUCATION,B,6751,10.3,0.208,7.78,46.97,717,N,32,0
CUST-18625,57,20063,RENT,11.1,DEBTCONSOLIDATION,C,5272,13.26,0.263,23.87,58.77,639,N,35,1
CUST-18626,30,28078,RENT,6.7,EDUCATION,B,14788,10.8,0.527,20.38,94.0,685,N,11,1
CUST-18627,46,31240,RENT,0.9,VENTURE,B,8564,12.15,0.274,12.66,88.52,701,N,25,0
CUST-18628,52,67034,RENT,3.2,HOMEIMPROVEMENT,A,6220,6.14,0.093,33.3,16.26,771,N,32,0
CUST-18629,40,97863,RENT,22.0,PERSONAL,D,10094,14.38,0.103,5.68,73.5,611,N,20,0
CUST-18630,58,20253,RENT,5.2,VENTURE,A,2471,6.5,0.122,8.32,58.46,733,N,35,0
CUST-18631,50,60547,RENT,0.7,EDUCATION,B,6643,10.65,0.11,11.3,64.41,670,N,28,0
CUST-18632,57,24196,MORTGAGE,3.1,EDUCATION,A,14529,7.15,0.6,24.99,79.22,725,N,35,0
CUST-18633,65,71499,RENT,3.2,PERSONAL,A,7424,9.35,0.104,15.79,47.25,726,N,35,0
CUST-18634,21,33737,MORTGAGE,3.0,HOMEIMPROVEMENT,A,2606,9.2,0.077,12.42,54.99,748,N,3,0
CUST-18635,46,26087,MORTGAGE,12.4,PERSONAL,B,10080,9.95,0.386,15.8,41.71,672,Y,24,1
CUST-18636,55,79205,RENT,0.4,HOMEIMPROVEMENT,B,9656,12.35,0.122,12.06,52.59,680,N,35,0
CUST-18637,30,34470,MORTGAGE,1.9,VENTURE,B,5977,11.0,0.173,12.68,45.84,724,N,9,0
CUST-18638,66,40555,RENT,1.8,VENTURE,C,15669,12.63,0.386,21.75,91.99,671,N,35,1
CUST-18639,37,15000,RENT,19.0,HOMEIMPROVEMENT,D,18898,16.36,1.26,33.7,37.29,669,N,16,0
CUST-18640,20,86502,OWN,2.0,MEDICAL,A,15146,7.27,0.175,26.09,26.75,762,N,2,0
CUST-18641,54,80221,MORTGAGE,10.6,EDUCATION,A,10510,6.62,0.131,20.56,61.27,701,N,35,0
CUST-18642,54,49181,OWN,2.8,PERSONAL,B,6936,9.74,0.141,13.09,22.72,646,N,35,0
CUST-18643,50,19603,MORTGAGE,6.4,MEDICAL,B,2063,11.04,0.105,8.67,44.07,704,N,31,0
CUST-18644,47,101277,RENT,1.7,MEDICAL,A,8510,7.02,0.084,3.65,27.84,748,N,26,0
CUST-18645,58,32867,RENT,12.1,EDUCATION,C,4203,13.16,0.128,14.36,62.39,641,N,35,0
CUST-18646,20,37346,RENT,2.0,VENTURE,B,4396,10.25,0.118,19.03,66.11,659,N,1,0
CUST-18647,44,196266,MORTGAGE,8.1,MEDICAL,C,5749,13.3,0.029,19.08,52.55,616,Y,23,1
CUST-18648,62,32138,MORTGAGE,1.5,HOMEIMPROVEMENT,B,29343,11.6,0.913,37.22,49.07,738,N,35,1
CUST-18649,57,76521,MORTGAGE,5.9,MEDICAL,B,2537,9.51,0.033,4.17,26.38,736,N,35,0
CUST-18650,39,68682,RENT,2.6,DEBTCONSOLIDATION,D,10306,16.78,0.15,28.38,82.86,619,N,17,1
CUST-18651,22,61951,RENT,0.2,MEDICAL,A,12057,5.68,0.195,15.6,27.25,772,Y,4,0
CUST-18652,21,58058,MORTGAGE,,HOMEIMPROVEMENT,B,4684,9.87,0.081,32.37,50.47,660,N,1,1
CUST-18653,37,61441,OWN,4.0,MEDICAL,A,4295,5.93,0.07,21.19,33.41,761,N,18,0
CUST-18654,63,57708,RENT,0.8,MEDICAL,B,9338,12.44,0.162,11.93,57.85,677,N,35,0
CUST-18655,29,47517,RENT,1.0,EDUCATION,D,6535,16.66,0.138,14.62,40.13,654,Y,10,1
CUST-18656,24,121390,RENT,3.1,EDUCATION,A,9428,6.99,0.078,19.64,70.21,767,N,5,1
CUST-18657,28,22301,RENT,2.1,DEBTCONSOLIDATION,B,4313,8.42,0.193,22.84,44.47,646,N,9,1
CUST-18658,21,90479,MORTGAGE,2.9,EDUCATION,D,15321,14.89,0.169,17.84,74.66,567,Y,2,1
CUST-18659,53,80290,MORTGAGE,3.1,PERSONAL,B,9555,11.52,0.119,8.36,64.98,697,N,31,0
CUST-18660,57,74536,MORTGAGE,0.8,HOMEIMPROVEMENT,B,4988,10.93,0.067,21.02,75.95,668,N,35,0
CUST-18661,50,95816,RENT,1.0,MEDICAL,G,4359,22.77,0.045,9.68,99.05,539,Y,31,1
CUST-18662,29,46371,RENT,9.4,EDUCATION,A,12898,5.78,0.278,13.42,45.21,685,N,7,0
CUST-18663,69,15972,RENT,0.9,MEDICAL,A,11879,9.72,0.744,26.13,36.93,748,N,35,0
CUST-18664,31,46939,MORTGAGE,5.5,MEDICAL,D,8704,18.13,0.185,20.93,68.05,555,N,12,0
CUST-18665,55,27045,MORTGAGE,2.7,MEDICAL,A,14626,7.85,0.541,33.43,58.58,737,N,33,1
CUST-18666,40,31599,RENT,17.2,HOMEIMPROVEMENT,D,8253,16.64,0.261,12.5,60.01,567,N,21,1
CUST-18667,68,23261,RENT,0.3,EDUCATION,B,4005,10.3,0.172,19.5,40.54,698,N,35,0
CUST-18668,66,36812,RENT,8.9,VENTURE,D,12501,14.99,0.34,30.6,63.04,578,N,35,1
CUST-18669,25,34270,RENT,3.4,HOMEIMPROVEMENT,C,7112,14.53,0.208,7.3,62.58,626,N,3,0
CUST-18670,67,15000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3714,10.27,0.248,27.39,32.19,737,N,35,0
CUST-18671,68,74617,MORTGAGE,1.5,EDUCATION,B,4866,11.38,0.065,2.0,21.24,684,N,35,0
CUST-18672,22,185756,RENT,2.6,EDUCATION,A,15007,7.01,0.081,20.23,63.32,654,Y,1,0
CUST-18673,29,70526,MORTGAGE,1.9,MEDICAL,A,14743,7.94,0.209,19.25,70.21,744,N,7,1
CUST-18674,24,43401,MORTGAGE,2.3,HOMEIMPROVEMENT,C,8797,12.92,0.203,18.83,28.59,699,N,3,0
CUST-18675,65,47436,RENT,12.4,HOMEIMPROVEMENT,D,10005,16.58,0.211,32.18,44.02,623,N,35,0
CUST-18676,45,38078,RENT,2.2,MEDICAL,C,6600,14.46,0.173,18.11,66.5,682,Y,24,1
CUST-18677,40,51741,MORTGAGE,2.7,DEBTCONSOLIDATION,E,14153,18.86,0.274,12.19,68.33,549,N,21,1
CUST-18678,64,47944,MORTGAGE,7.2,MEDICAL,D,8907,18.92,0.186,7.06,54.82,632,N,35,0
CUST-18679,45,29595,RENT,7.9,HOMEIMPROVEMENT,C,10255,12.81,0.347,19.93,29.37,634,N,26,0
CUST-18680,57,134555,MORTGAGE,0.4,HOMEIMPROVEMENT,D,10906,16.66,0.081,13.86,36.35,621,N,35,0
CUST-18681,63,20084,RENT,6.1,DEBTCONSOLIDATION,A,5450,9.16,0.271,15.5,54.93,791,N,35,0
CUST-18682,45,75432,MORTGAGE,3.3,DEBTCONSOLIDATION,C,5295,15.24,0.07,14.57,42.62,612,N,23,0
CUST-18683,27,46132,OWN,0.7,MEDICAL,C,5715,14.06,0.124,18.17,77.41,587,N,6,0
CUST-18684,24,153353,MORTGAGE,1.5,PERSONAL,A,4486,7.82,0.029,12.11,26.03,735,N,6,0
CUST-18685,34,60145,MORTGAGE,0.2,MEDICAL,D,6506,16.58,0.108,26.98,78.48,622,Y,15,1
CUST-18686,35,39500,RENT,2.2,HOMEIMPROVEMENT,A,19508,9.13,0.494,30.18,76.68,808,N,16,0
CUST-18687,20,42250,MORTGAGE,1.5,HOMEIMPROVEMENT,B,8658,11.65,0.205,31.53,26.88,703,N,2,0
CUST-18688,35,50208,MORTGAGE,2.4,EDUCATION,A,4920,8.81,0.098,12.85,37.83,772,N,17,0
CUST-18689,56,24694,MORTGAGE,4.3,PERSONAL,B,12286,12.46,0.498,27.22,100.0,676,Y,35,1
CUST-18690,22,30942,MORTGAGE,4.0,MEDICAL,B,6630,11.05,0.214,29.81,49.35,677,N,3,0
CUST-18691,66,16798,OWN,4.6,MEDICAL,C,12975,13.01,0.772,36.0,28.12,662,Y,35,1
CUST-18692,50,28175,RENT,5.7,PERSONAL,C,17032,13.92,0.605,30.72,65.74,706,N,32,0
CUST-18693,32,51862,RENT,10.0,HOMEIMPROVEMENT,C,4663,13.57,0.09,28.39,55.85,651,N,11,0
CUST-18694,35,58694,MORTGAGE,10.4,EDUCATION,C,3732,13.27,0.064,14.53,25.72,659,N,17,0
CUST-18695,62,15000,MORTGAGE,9.9,VENTURE,A,9702,7.01,0.647,30.6,35.37,726,N,35,0
CUST-18696,40,45146,MORTGAGE,0.8,PERSONAL,B,11925,11.16,0.264,25.08,95.74,680,N,22,1
CUST-18697,21,68737,MORTGAGE,1.4,HOMEIMPROVEMENT,D,8917,17.27,0.13,19.34,68.05,649,N,1,0
CUST-18698,46,44455,MORTGAGE,3.5,VENTURE,C,10482,12.66,0.236,13.55,92.61,599,Y,24,1
CUST-18699,57,33514,MORTGAGE,2.2,EDUCATION,C,5856,13.88,0.175,8.2,49.49,623,N,35,0
CUST-18700,45,38280,RENT,0.7,VENTURE,A,14279,9.45,0.373,23.16,64.23,742,N,23,1
CUST-18701,57,35438,MORTGAGE,1.7,PERSONAL,B,7582,9.6,0.214,27.65,74.52,704,N,35,1
CUST-18702,65,33455,RENT,18.5,DEBTCONSOLIDATION,E,5405,21.14,0.162,19.2,66.85,567,N,35,1
CUST-18703,44,54409,RENT,2.1,HOMEIMPROVEMENT,D,4061,15.45,0.075,5.63,66.91,638,N,26,0
CUST-18704,30,195753,RENT,2.7,HOMEIMPROVEMENT,A,13083,7.93,0.067,17.06,72.02,850,N,12,0
CUST-18705,27,31375,RENT,0.0,PERSONAL,B,6523,8.36,0.208,11.41,100.0,663,N,6,1
CUST-18706,27,40502,RENT,6.4,PERSONAL,B,3992,11.27,0.099,30.3,50.55,710,N,8,0
CUST-18707,52,47523,RENT,2.7,MEDICAL,B,5296,10.24,0.111,7.61,40.97,676,N,32,0
CUST-18708,26,32454,RENT,0.5,PERSONAL,B,10556,8.41,0.325,27.75,23.44,733,N,8,0
CUST-18709,57,94744,RENT,17.3,HOMEIMPROVEMENT,C,8567,12.93,0.09,14.51,62.84,714,N,35,0
CUST-18710,40,15000,RENT,7.5,EDUCATION,F,12730,24.12,0.849,34.97,64.12,528,Y,19,1
CUST-18711,27,35645,MORTGAGE,6.5,EDUCATION,D,33522,17.18,0.94,37.68,59.97,645,N,7,1
CUST-18712,40,80096,MORTGAGE,15.8,PERSONAL,D,5294,16.64,0.066,20.07,56.5,576,Y,19,1
CUST-18713,39,41090,MORTGAGE,2.6,DEBTCONSOLIDATION,C,10870,14.14,0.265,15.55,79.04,694,Y,21,1
CUST-18714,27,29956,RENT,6.3,DEBTCONSOLIDATION,A,16101,8.71,0.537,20.49,35.23,810,Y,5,0
CUST-18715,65,63860,MORTGAGE,1.2,PERSONAL,B,8408,12.33,0.132,9.89,30.35,695,N,35,0
CUST-18716,50,84440,RENT,6.0,EDUCATION,B,8707,10.15,0.103,18.24,65.12,723,N,29,0
CUST-18717,69,55624,RENT,0.1,EDUCATION,D,3888,17.21,0.07,21.01,71.8,566,N,35,1
CUST-18718,48,30311,MORTGAGE,0.7,EDUCATION,E,10762,20.07,0.355,19.67,54.89,548,N,29,1
CUST-18719,67,64454,MORTGAGE,2.8,DEBTCONSOLIDATION,B,13754,10.63,0.213,11.56,41.65,719,N,35,1
CUST-18720,28,38513,MORTGAGE,0.1,VENTURE,B,4241,10.28,0.11,28.34,68.3,783,N,7,0
CUST-18721,34,76658,MORTGAGE,3.1,DEBTCONSOLIDATION,B,6187,12.42,0.081,33.16,35.63,636,N,12,0
CUST-18722,49,119366,RENT,3.7,HOMEIMPROVEMENT,B,26380,10.82,0.221,27.06,75.95,707,N,27,0
CUST-18723,45,15000,MORTGAGE,4.9,VENTURE,A,16940,6.04,1.129,50.72,43.56,794,Y,23,1
CUST-18724,29,52398,MORTGAGE,0.5,VENTURE,E,10346,16.01,0.197,18.75,66.32,634,N,10,0
CUST-18725,48,17301,MORTGAGE,1.0,HOMEIMPROVEMENT,B,11774,11.65,0.681,19.56,46.71,693,N,28,1
CUST-18726,35,212155,MORTGAGE,4.8,VENTURE,G,6515,23.98,0.031,18.66,56.54,545,N,14,0
CUST-18727,55,37016,RENT,5.4,PERSONAL,A,24082,7.32,0.651,28.16,53.86,776,N,33,0
CUST-18728,39,76712,RENT,0.1,VENTURE,A,6693,7.99,0.087,18.5,62.46,812,N,17,0
CUST-18729,64,47992,RENT,3.9,MEDICAL,B,13057,13.45,0.272,17.85,61.51,693,N,35,0
CUST-18730,56,30277,RENT,7.7,DEBTCONSOLIDATION,D,7249,18.12,0.239,19.97,63.46,613,Y,35,0
CUST-18731,41,28191,RENT,0.4,MEDICAL,B,14292,10.23,0.507,20.99,65.06,678,N,23,0
CUST-18732,26,126932,RENT,2.7,PERSONAL,D,10852,17.38,0.085,9.15,58.8,600,N,5,0
CUST-18733,42,86991,OWN,2.0,EDUCATION,B,7355,9.78,0.085,11.65,52.69,689,N,22,0
CUST-18734,60,157337,MORTGAGE,12.2,DEBTCONSOLIDATION,D,10925,17.43,0.069,3.58,41.83,581,Y,35,1
CUST-18735,59,50679,MORTGAGE,,DEBTCONSOLIDATION,A,4082,6.51,0.081,23.71,16.62,813,N,35,0
CUST-18736,48,58264,RENT,1.9,VENTURE,B,13358,10.72,0.229,40.68,83.92,702,N,29,1
CUST-18737,35,41759,RENT,11.4,PERSONAL,A,3172,7.76,0.076,12.27,55.43,733,N,14,0
CUST-18738,57,41264,MORTGAGE,2.0,PERSONAL,A,11886,6.24,0.288,15.41,25.77,736,N,35,0
CUST-18739,47,26235,RENT,3.8,MEDICAL,B,10994,9.79,0.419,11.16,47.77,646,N,29,1
CUST-18740,67,51555,MORTGAGE,0.2,DEBTCONSOLIDATION,B,12909,7.89,0.25,10.57,55.21,721,N,35,0
CUST-18741,57,30529,OWN,21.0,HOMEIMPROVEMENT,C,7147,13.04,0.234,29.44,64.73,620,N,35,1
CUST-18742,50,63904,RENT,8.7,DEBTCONSOLIDATION,C,8843,14.84,0.138,19.82,36.57,629,N,32,0
CUST-18743,33,54285,MORTGAGE,5.0,VENTURE,B,1000,12.9,0.018,8.42,31.71,740,N,12,0
CUST-18744,52,58256,RENT,0.3,HOMEIMPROVEMENT,G,3550,26.29,0.061,24.36,94.03,481,N,31,1
CUST-18745,28,133930,MORTGAGE,0.4,EDUCATION,F,9103,21.54,0.068,25.49,82.65,546,Y,8,0
CUST-18746,46,47923,RENT,3.9,PERSONAL,E,5662,19.49,0.118,6.45,83.25,551,N,25,0
CUST-18747,43,77190,RENT,1.7,DEBTCONSOLIDATION,B,3334,10.41,0.043,9.05,52.59,682,N,24,0
CUST-18748,32,167863,MORTGAGE,4.9,EDUCATION,B,8736,10.25,0.052,11.62,29.77,678,N,13,0
CUST-18749,45,107362,MORTGAGE,4.6,VENTURE,B,12950,11.67,0.121,8.42,23.21,694,N,24,0
CUST-18750,48,97919,MORTGAGE,9.1,VENTURE,A,9333,6.84,0.095,13.17,70.02,701,N,26,0
CUST-18751,68,40781,RENT,1.7,PERSONAL,C,3660,15.24,0.09,16.26,70.33,677,Y,35,1
CUST-18752,62,56262,MORTGAGE,4.3,PERSONAL,B,4306,10.67,0.077,33.6,10.52,798,N,35,0
CUST-18753,47,22226,MORTGAGE,,EDUCATION,C,3955,12.1,0.178,14.37,46.95,671,N,28,0
CUST-18754,47,66128,OWN,3.4,VENTURE,B,16124,10.38,0.244,23.7,34.76,668,N,29,0
CUST-18755,27,57796,OWN,8.9,PERSONAL,A,3435,8.07,0.059,9.84,31.25,774,N,7,0
CUST-18756,42,49713,MORTGAGE,0.7,EDUCATION,C,5997,14.67,0.121,6.7,90.55,596,Y,20,1
CUST-18757,48,90791,MORTGAGE,6.6,VENTURE,B,6432,11.41,0.071,20.66,27.35,673,N,27,0
CUST-18758,24,23749,MORTGAGE,6.0,PERSONAL,B,4334,10.12,0.182,11.06,72.76,685,N,6,0
CUST-18759,61,130733,RENT,2.0,PERSONAL,B,7496,9.88,0.057,11.63,82.88,737,N,35,0
CUST-18760,26,84209,RENT,2.3,EDUCATION,A,3099,9.58,0.037,4.23,48.24,774,N,8,0
CUST-18761,61,46986,MORTGAGE,0.4,EDUCATION,D,2174,16.53,0.046,3.65,71.17,560,Y,35,1
CUST-18762,55,44835,MORTGAGE,5.1,VENTURE,A,5980,6.14,0.133,6.53,60.08,779,N,35,0
CUST-18763,60,65405,MORTGAGE,4.0,DEBTCONSOLIDATION,B,1621,9.8,0.025,5.62,49.24,681,N,35,0
CUST-18764,46,122089,RENT,0.2,PERSONAL,D,7119,14.15,0.058,10.08,97.81,631,N,25,0
CUST-18765,65,52102,RENT,7.0,DEBTCONSOLIDATION,A,24052,5.55,0.462,21.87,58.81,723,Y,35,0
CUST-18766,21,53445,RENT,3.0,MEDICAL,B,9540,9.86,0.179,28.99,58.83,696,N,3,0
CUST-18767,44,49556,RENT,11.9,VENTURE,B,2113,9.55,0.043,10.43,88.18,671,N,23,0
CUST-18768,28,142802,MORTGAGE,3.9,HOMEIMPROVEMENT,A,3782,6.68,0.026,2.53,51.29,746,Y,10,0
CUST-18769,46,39287,OWN,3.0,MEDICAL,B,6885,11.42,0.175,26.79,47.46,658,N,25,0
CUST-18770,20,48160,RENT,2.0,PERSONAL,B,5109,11.55,0.106,11.23,57.09,670,N,1,0
CUST-18771,42,117955,MORTGAGE,2.5,PERSONAL,A,4799,6.1,0.041,8.8,60.89,728,N,24,0
CUST-18772,29,53541,RENT,,HOMEIMPROVEMENT,B,5078,12.77,0.095,27.42,54.18,666,N,7,1
CUST-18773,61,96977,OTHER,4.8,EDUCATION,A,19507,,0.201,14.08,75.69,737,N,35,0
CUST-18774,44,28374,MORTGAGE,2.3,MEDICAL,D,15810,16.51,0.557,17.44,79.75,613,N,25,1
CUST-18775,22,43339,RENT,0.5,MEDICAL,C,4504,,0.104,24.74,85.35,696,N,1,1
CUST-18776,25,119450,OTHER,0.1,EDUCATION,A,7839,7.14,0.066,25.35,77.38,711,Y,7,0
CUST-18777,25,32669,MORTGAGE,2.8,HOMEIMPROVEMENT,D,5621,18.93,0.172,27.88,57.38,574,N,7,0
CUST-18778,21,44766,RENT,,VENTURE,B,2203,9.2,0.049,15.14,41.93,701,N,1,0
CUST-18779,37,57182,MORTGAGE,8.6,VENTURE,A,2972,7.82,0.052,21.42,90.14,693,N,15,0
CUST-18780,42,27078,RENT,2.7,EDUCATION,A,7402,,0.273,25.28,35.67,759,N,23,0
CUST-18781,21,38242,MORTGAGE,1.7,EDUCATION,B,5579,8.33,0.146,9.62,54.41,701,N,1,0
CUST-18782,31,52448,OWN,3.1,MEDICAL,A,13903,5.66,0.265,16.38,33.37,769,N,10,0
CUST-18783,41,50413,MORTGAGE,1.4,HOMEIMPROVEMENT,A,5019,8.23,0.1,31.52,24.23,828,N,20,0
CUST-18784,56,105684,RENT,0.5,MEDICAL,C,7241,11.43,0.069,24.17,87.06,652,N,35,1
CUST-18785,39,123608,RENT,0.6,DEBTCONSOLIDATION,F,12986,20.52,0.105,27.07,43.77,511,N,20,0
CUST-18786,58,29329,RENT,1.9,PERSONAL,B,17652,11.49,0.602,13.19,66.93,734,N,35,0
CUST-18787,43,52405,RENT,0.1,DEBTCONSOLIDATION,B,5668,11.34,0.108,25.99,80.8,700,N,23,1
CUST-18788,67,73463,RENT,1.2,VENTURE,E,15180,19.57,0.207,10.76,59.18,564,Y,35,1
CUST-18789,39,121760,MORTGAGE,7.7,HOMEIMPROVEMENT,A,8036,6.09,0.066,18.72,60.46,813,N,17,0
CUST-18790,20,75440,MORTGAGE,1.3,EDUCATION,A,12325,6.08,0.163,25.88,59.17,776,Y,1,0
CUST-18791,20,58369,MORTGAGE,0.6,MEDICAL,D,5775,14.91,0.099,25.29,76.18,577,Y,1,1
CUST-18792,36,73124,RENT,14.9,HOMEIMPROVEMENT,C,5702,13.34,0.078,13.84,70.42,618,Y,16,0
CUST-18793,20,73442,RENT,2.0,VENTURE,A,9073,8.27,0.124,5.87,89.18,703,N,1,0
